"","Var1","Freq"
"1538","cultivation",1
"1539","cunning",1
"1540","cup",1
"1541","cure",1
"1542","curiosities",1
"1543","curiosity",23
"1544","curious",5
"1545","curricle",2
"1546","curtailed",1
"1547","curtains",1
"1548","curtsey",3
"1549","curtseyed",1
"1550","custody",1
"1551","custom",2
"1552","cutting",1
"1553","daily",3
"1554","dale",1
"1555","damp",1
"1556","dance",32
"1557","danced",12
"1558","dances",10
"1559","dancing",21
"1560","danger",19
"1561","dangerous",1
"1562","darcy",373
"1563","darcy's",44
"1564","darcy_",1
"1565","dare",40
"1566","dared",13
"1567","daring",2
"1568","dark",2
"1569","darling",1
"1570","darting",1
"1571","date",2
"1572","dated",2
"1573","daughter",77
"1574","daughter's",7
"1575","daughters",50
"1576","dawdled",1
"1577","dawson",1
"1578","day",140
"1579","day's",4
"1580","days",30
"1581","dazzling",1
"1582","de",39
"1583","dead",5
"1584","deaden",1
"1585","deal",34
"1586","dear",158
"1587","dearest",17
"1588","dearly",3
"1589","death",8
"1590","debt",4
"1591","debts",10
"1592","decamping",1
"1593","decease",3
"1594","deceitful",2
"1595","deceive",4
"1596","deceived",13
"1597","deceives",1
"1598","deceiving",2
"1599","decency",2
"1600","decent",3
"1601","deception",2
"1602","decide",4
"1603","decided",11
"1604","decidedly",4
"1605","deciding",1
"1606","decisions",1
"1607","decisive",2
"1608","decked",1
"1609","declaration",5
"1610","declare",8
"1611","declared",15
"1612","declares",1
"1613","declaring",1
"1614","decline",2
"1615","declined",6
"1616","decorum",4
"1617","decorums",1
"1618","deduced",1
"1619","deemed",1
"1620","deep",7
"1621","deeper",3
"1622","deepest",2
"1623","deeply",5
"1624","default",1
"1625","defect",4
"1626","defection",1
"1627","defective",1
"1628","defects",5
"1629","defence",2
"1630","defend",3
"1631","defended",1
"1632","defense",1
"1633","defer",3
"1634","deference",6
"1635","deferred",2
"1636","defiance",3
"1637","deficiency",2
"1638","deficient",5
"1639","defied",1
"1640","defined",2
"1641","definition",1
"1642","defy",4
"1643","degenerate",1
"1644","degradation",1
"1645","degree",23
"1646","degrees",1
"1647","deigned",3
"1648","dejection",3
"1649","delay",6
"1650","delayed",6
"1651","deliberated",1
"1652","deliberately",2
"1653","deliberation",4
"1654","delicacy",11
"1655","delicate",6
"1656","delicious",1
"1657","delight",25
"1658","delighted",23
"1659","delightful",19
"1660","delightfully",4
"1661","delighting",1
"1662","delights",2
"1663","delivered",4
"1664","delivering",1
"1665","demand",3
"1666","demanding",1
"1667","demands",1
"1668","demean",1
"1669","denial",6
"1670","denied",3
"1671","denny",12
"1672","denominated",1
"1673","denoted",2
"1674","deny",8
"1675","denying",1
"1676","depart",4
"1677","departed",2
"1678","departure",6
"1679","depend",23
"1680","depended",4
"1681","dependence",7
"1682","dependent",3
"1683","depending",2
"1684","deportment",1
"1685","depravity",1
"1686","depreciate",1
"1687","depressed",2
"1688","deprive",1
"1689","deprived",3
"1690","deranged",1
"1691","derbyshire",24
"1692","derision",2
"1693","derive",2
"1694","derived",1
"1695","derives",1
"1696","descended",3
"1697","descending",2
"1698","descent",3
"1699","describe",7
"1700","described",5
"1701","describing",2
"1702","description",7
"1703","desert",1
"1704","deserted",1
"1705","desertion",1
"1706","deserts",2
"1707","deserve",9
"1708","deserved",7
"1709","deservedly",1
"1710","deserves",4
"1711","deserving",2
"1712","design",22
"1713","designed",5
"1714","designedly",1
"1715","designing",1
"1716","designs",4
"1717","desirable",11
"1718","desire",23
"1719","desired",6
"1720","desiring",2
"1721","desirous",7
"1722","despair",1
"1723","despaired",3
"1724","desperate",3
"1725","desperation",1
"1726","despicable",1
"1727","despicably",1
"1728","despise",3
"1729","despised",3
"1730","despises",1
"1731","despising",2
"1732","desponding",1
"1733","destined",4
"1734","destitute",1
"1735","destroyed",2
"1736","destructive",1
"1737","detached",3
"1738","detaching",1
"1739","detail",1
"1740","detailed",1
"1741","detain",2
"1742","detained",3
"1743","detaining",2
"1744","detect",1
"1745","detected",2
"1746","detection",2
"1747","deter",1
"1748","determination",3
"1749","determine",13
"1750","determined",32
"1751","determining",2
"1752","detest",3
"1753","detestable",1
"1754","detested",1
"1755","develop",1
"1756","development",2
"1757","device",1
"1758","devoid",1
"1759","devote",1
"1760","devoted",3
"1761","devoting",1
"1762","dialogue",2
"1763","dictate",1
"1764","dictated",1
"1765","dictates",1
"1766","dictating",1
"1767","dictatorial",1
"1768","did",266
"1769","die",4
"1770","died",3
"1771","differ",1
"1772","difference",10
"1773","differences",1
"1774","different",36
"1775","differently",7
"1776","difficult",11
"1777","difficulty",8
"1778","diffidence",5
"1779","diffident",1
"1780","diffuse",1
"1781","diffused",1
"1782","diffuseness",1
"1783","dignified",3
"1784","dignity",5
"1785","digressions",1
"1786","dilatory",2
"1787","diligence",1
"1788","dimensions",1
"1789","diminution",1
"1790","dine",16
"1791","dined",7
"1792","dines",1
"1793","dining",18
"1794","dinner",35
"1795","dinners",2
"1796","direct",7
"1797","directed",9
"1798","directing",2
"1799","direction",10
"1800","directions",7
"1801","directly",22
"1802","dirt",2
"1803","dirty",4
"1804","disadvantage",5
"1805","disadvantages",2
"1806","disagreeable",14
"1807","disagreeably",1
"1808","disagreement",1
"1809","disappoint",2
"1810","disappointed",12
"1811","disappointing",3
"1812","disappointment",17
"1813","disappointments",1
"1814","disapprobation",7
"1815","disapprove",1
"1816","disarm",1
"1817","disbelieving",1
"1818","discern",2
"1819","discernible",1
"1820","discerning",1
"1821","discernment",2
"1822","discharge",2
"1823","discharged",3
"1824","discharging",2
"1825","disclaim",1
"1826","disclaimed",1
"1827","disclose",1
"1828","disclosed",1
"1829","disclosure",1
"1830","discompose",1
"1831","discomposed",2
"1832","discomposure",3
"1833","disconcerted",3
"1834","discontented",2
"1835","discontentedness",1
"1836","discontinuance",1
"1837","discourage",2
"1838","discouraged",2
"1839","discourse",7
"1840","discourses",1
"1841","discover",8
"1842","discovered",7
"1843","discovering",1
"1844","discovery",7
"1845","discredit",2
"1846","discreditable",1
"1847","discretion",5
"1848","discrimination",1
"1849","discuss",2
"1850","discussed",3
"1851","discussion",5
"1852","disdain",6
"1853","disdained",3
"1854","disengaged",2
"1855","disgrace",11
"1856","disgraced",1
"1857","disgraceful",5
"1858","disgracing",2
"1859","disguise",4
"1860","disgust",5
"1861","disgusted",3
"1862","disgusting",1
"1863","dish",5
"1864","disheartened",1
"1865","dishes",1
"1866","dishonest",1
"1867","dishonesty",1
"1868","dishonorable",1
"1869","dishonourable",1
"1870","disinclination",2
"1871","disinclined",1
"1872","disinterested",3
"1873","disinterestedness",1
"1874","dislike",23
"1875","disliked",4
"1876","dislikes",1
"1877","disliking",1
"1878","dismay",1
"1879","dismissed",3
"1880","dismission",1
"1881","disobliging",1
"1882","dispatched",4
"1883","dispelling",1
"1884","dispense",1
"1885","dispirited",1
"1886","display",4
"1887","displayed",3
"1888","displaying",2
"1889","displease",1
"1890","displeased",4
"1891","displeasure",6
"1892","disposal",2
"1893","dispose",1
"1894","disposed",15
"1895","disposing",1
"1896","disposition",25
"1897","dispositions",1
"1898","disputable",1
"1899","dispute",2
"1900","disputes",1
"1901","disquiet",1
"1902","disregarded",1
"1903","disrespect",2
"1904","disrespectful",1
"1905","dissatisfied",4
"1906","dissemble",1
"1907","disservice",1
"1908","dissipation",1
"1909","dissolved",1
"1910","dissuade",1
"1911","dissuaded",1
"1912","distance",16
"1913","distant",5
"1914","distinction",5
"1915","distinguish",2
"1916","distinguished",6
"1917","distinguishing",2
"1918","distracted",2
"1919","distractedly",1
"1920","distraction",1
"1921","distress",16
"1922","distressed",13
"1923","distressing",6
"1924","distribute",1
"1925","distrust",2
"1926","distrusted",1
"1927","disturb",1
"1928","disturbance",1
"1929","disturbed",2
"1930","disturbers",1
"1931","diversified",1
"1932","diversion",3
"1933","divert",1
"1934","diverted",3
"1935","divide",3
"1936","divided",4
"1937","dividing",1
"1938","do",341
"1939","does",83
"1940","doing",26
"1941","doings",2
"1942","doleful",1
"1943","domestic",7
"1944","domestics",1
"1945","don't",6
"1946","done",92
"1947","door",35
"1948","doors",8
"1949","doorway",1
"1950","dose",1
"1951","double",2
"1952","doubled",1
"1953","doubly",1
"1954","doubt",37
"1955","doubted",8
"1956","doubtful",2
"1957","doubting",2
"1958","doubtingly",1
"1959","doubtless",2
"1960","doubts",2
"1961","dove",1
"1962","dovedale",1
"1963","down",73
"1964","downs",1
"1965","downstairs",6
"1966","dozen",2
"1967","draughts",2
"1968","draw",6
"1969","drawing",21
"1970","drawings",1
"1971","drawn",8
"1972","dread",4
"1973","dreaded",7
"1974","dreadful",11
"1975","dreadfully",2
"1976","dreading",1
"1977","dress",5
"1978","dressed",6
"1979","dresses",1
"1980","dressing",9
"1981","drew",19
"1982","drily",2
"1983","drink",7
"1984","drinking",1
"1985","drive",4
"1986","driven",5
"1987","driving",4
"1988","drooping",1
"1989","drop",3
"1990","dropped",3
"1991","dropt",2
"1992","drove",11
"1993","duchess",1
"1994","ducks",1
"1995","ductility",1
"1996","due",11
"1997","duel",1
"1998","duets",1
"1999","dull",4
"2000","dullest",1
"2001","dullness",1
"2002","dupe",1
"2003","duped",1
"2004","duplicity",2
"2005","duration",2
"2006","during",27
"2007","duties",2
"2008","dutifully",2
"2009","duty",15
"2010","dwell",2
"2011","dwelling",7
"2012","dwelt",5
"2013","dying",3
"2014","e",1
"2015","each",63
"2016","eager",13
"2017","eagerly",14
"2018","eagerness",8
"2019","ear",1
"2020","earl",1
"2021","earl's",1
"2022","earlier",3
"2023","earliest",6
"2024","early",28
"2025","earnest",15
"2026","earnestly",11
"2027","earnestness",2
"2028","earth",1
"2029","earthly",1
"2030","ease",17
"2031","easily",27
"2032","easiness",3
"2033","eastbourne",1
"2034","easter",3
"2035","easy",24
"2036","eat",5
"2037","eating",2
"2038","eccentric",1
"2039","echo",1
"2040","eclat",1
"2041","eclipsed",1
"2042","economically",1
"2043","economy",5
"2044","ecstasy",2
"2045","edge",2
"2046","edged",2
"2047","educated",3
"2048","education",11
"2049","edw",1
"2050","edward",1
"2051","effect",18
"2052","effects",3
"2053","effectual",1
"2054","effectually",3
"2055","efficacy",1
"2056","effort",5
"2057","efforts",2
"2058","effusion",2
"2059","effusions",2
"2060","eight",9
"2061","either",59
"2062","elapsed",2
"2063","elated",1
"2064","elder",12
"2065","elderly",1
"2066","eldest",19
"2067","elegance",9
"2068","elegant",14
"2069","elevate",1
"2070","elevated",2
"2071","elevating",1
"2072","elevation",1
"2073","eleven",1
"2074","eligibility",1
"2075","eligible",7
"2076","eliza",22
"2077","elizabeth",597
"2078","elizabeth's",38
"2079","elope",1
"2080","eloped",1
"2081","elopement",9
"2082","eloping",1
"2083","eloquence",1
"2084","eloquent",2
"2085","else",43
"2086","elsewhere",5
"2087","eluded",1
"2088","embargo",1
"2089","embarrassed",7
"2090","embarrassment",10
"2091","embraced",2
"2092","embracing",2
"2093","emergence",1
"2094","eminence",1
"2095","eminent",1
"2096","emotion",5
"2097","emotions",1
"2098","emphasis",1
"2099","emphatic",1
"2100","emphatically",1
"2101","employ",2
"2102","employed",8
"2103","employing",1
"2104","employment",6
"2105","employments",4
"2106","emptiness",1
"2107","empty",1
"2108","enable",1
"2109","enabled",2
"2110","enabling",1
"2111","encamped",1
"2112","encounter",3
"2113","encourage",6
"2114","encouraged",8
"2115","encouragement",10
"2116","encouraging",4
"2117","encroaching",1
"2118","encumbrance",1
"2119","end",29
"2120","endeared",1
"2121","endeavour",20
"2122","endeavoured",10
"2123","endeavouring",5
"2124","endeavours",7
"2125","ended",4
"2126","endless",2
"2127","endurable",1
"2128","endure",1
"2129","endured",4
"2130","enduring",1
"2131","enemies",1
"2132","enemy",1
"2133","energetic",1
"2134","energy",5
"2135","enforced",1
"2136","engage",5
"2137","engaged",38
"2138","engagement",20
"2139","engagements",12
"2140","engaging",6
"2141","england",5
"2142","engross",1
"2143","engrossed",5
"2144","engrossing",1
"2145","enhance",1
"2146","enjoy",8
"2147","enjoying",4
"2148","enjoyment",13
"2149","enjoyments",1
"2150","enlarging",1
"2151","enormity",1
"2152","enough",106
"2153","enraged",1
"2154","ensign",1
"2155","ensigncy",1
"2156","ensue",1
"2157","ensued",2
"2158","ensuing",1
"2159","ensure",2
"2160","entail",8
"2161","entailed",6
"2162","entailing",1
"2163","enter",12
"2164","entered",36
"2165","entering",9
"2166","entertain",5
"2167","entertained",7
"2168","entertainment",6
"2169","entirely",25
"2170","entitled",4
"2171","entrance",13
"2172","entreat",6
"2173","entreated",2
"2174","entreaties",4
"2175","entreating",1
"2176","entreaty",7
"2177","enumerating",5
"2178","enumeration",1
"2179","envelope",3
"2180","envied",2
"2181","environs",1
"2182","envy",3
"2183","envying",1
"2184","epithet",1
"2185","epsom",3
"2186","equal",30
"2187","equalled",1
"2188","equally",20
"2189","equals",1
"2190","equipage",1
"2191","equivalent",1
"2192","equivocal",1
"2193","ere",2
"2194","err",3
"2195","errand",1
"2196","error",6
"2197","errors",3
"2198","escape",10
"2199","escaped",5
"2200","escaping",1
"2201","especially",22
"2202","esq",1
"2203","essence",1
"2204","essential",2
"2205","essentials",2
"2206","establish",2
"2207","established",7
"2208","establishment",6
"2209","estate",20
"2210","estates",4
"2211","esteem",11
"2212","esteemed",7
"2213","estimable",2
"2214","estimated",1
"2215","estimation",5
"2216","etc",13
"2217","etiquette",2
"2218","evade",1
"2219","even",82
"2220","evening",72
"2221","evening's",2
"2222","evenings",4
"2223","evenness",2
"2224","event",22
"2225","events",5
"2226","ever",130
"2227","every",198
"2228","everybody",36
"2229","everybody's",2
"2230","everyone",5
"2231","everyone's",1
"2232","everything",44
"2233","everywhere",2
"2234","evident",18
"2235","evidently",5
"2236","evil",14
"2237","evils",8
"2238","exact",3
"2239","exactly",30
"2240","exaggerate",1
"2241","exaggeration",1
"2242","examination",3
"2243","examine",2
"2244","examined",4
"2245","examining",4
"2246","example",5
"2247","exasperate",2
"2248","exceed",2
"2249","exceeded",2
"2250","exceeding",1
"2251","exceedingly",26
"2252","excel",2
"2253","excellence",2
"2254","excellency",1
"2255","excellent",20
"2256","except",22
"2257","excepting",3
"2258","exception",1
"2259","exceptional",1
"2260","excess",2
"2261","excessive",4
"2262","excessively",11
"2263","exchanged",1
"2264","excite",3
"2265","excited",10
"2266","exciting",2
"2267","exclaim",1
"2268","exclaimed",8
"2269","exclaiming",4
"2270","exclamation",2
"2271","exclamations",3
"2272","exclude",1
"2273","exclusion",1
"2274","excuse",16
"2275","excused",2
"2276","excuses",2
"2277","executed",1
"2278","execution",4
"2279","executors",1
"2280","exercise",6
"2281","exercising",2
"2282","exert",2
"2283","exerted",2
"2284","exerting",1
"2285","exertion",9
"2286","exhausted",1
"2287","exhibit",1
"2288","exhibiting",1
"2289","exhibition",2
"2290","exigence",1
"2291","exist",1
"2292","existed",3
"2293","existence",3
"2294","existing",2
"2295","expect",35
"2296","expectation",19
"2297","expectations",7
"2298","expected",43
"2299","expecting",5
"2300","expects",1
"2301","expedient",2
"2302","expedite",1
"2303","expeditiously",2
"2304","expence",1
"2305","expences",1
"2306","expense",6
"2307","expenses",3
"2308","experience",2
"2309","experienced",4
"2310","explain",6
"2311","explained",9
"2312","explaining",3
"2313","explanation",8
"2314","explanations",2
"2315","explanatory",1
"2316","explicit",2
"2317","explicitly",1
"2318","explore",1
"2319","expose",7
"2320","exposed",2
"2321","exposing",5
"2322","expostulation",1
"2323","exposure",1
"2324","express",24
"2325","expressed",26
"2326","expressing",8
"2327","expression",21
"2328","expressions",12
"2329","expressive",2
"2330","expressively",2
"2331","expressly",1
"2332","exquisite",1
"2333","extended",3
"2334","extensive",4
"2335","extent",7
"2336","extenuating",1
"2337","extinguished",1
"2338","extort",1
"2339","extorted",1
"2340","extractions",1
"2341","extracts",2
"2342","extraordinary",16
"2343","extravagance",4
"2344","extravagant",4
"2345","extreme",4
"2346","extremely",15
"2347","exuberance",1
"2348","exuberant",1
"2349","exultation",1
"2350","eye",15
"2351","eyeing",1
"2352","eyelashes",1
"2353","eyes",51
"2354","eyes_",1
"2355","f",5
"2356","face",27
"2357","faced",1
"2358","faces",3
"2359","fact",14
"2360","facts",1
"2361","faculties",1
"2362","fail",6
"2363","failed",3
"2364","failing",2
"2365","failure",1
"2366","faint",1
"2367","fainter",2
"2368","faintly",1
"2369","fair",22
"2370","fairest",1
"2371","fairly",2
"2372","faithful",3
"2373","faithfully",1
"2374","fall",9
"2375","fallen",3
"2376","falling",3
"2377","falls",2
"2378","false",12
"2379","falsehood",7
"2380","falsely",1
"2381","fame",1
"2382","familiar",3
"2383","familiarity",2
"2384","familiarly",2
"2385","families",7
"2386","family",151
"2387","fancied",7
"2388","fancy",19
"2389","fancying",4
"2390","far",58
"2391","fare",2
"2392","farewell",3
"2393","farm",2
"2394","farmhouse",1
"2395","farther",15
"2396","farthing",1
"2397","fashion",7
"2398","fashionable",1
"2399","fashions",2
"2400","fast",8
"2401","fastened",1
"2402","fastidious",2
"2403","fat",1
"2404","fate",2
"2405","father",116
"2406","father's",19
"2407","fatigue",4
"2408","fatigued",4
"2409","fault",7
"2410","faultless",1
"2411","faults",4
"2412","faulty",3
"2413","favour",22
"2414","favourable",12
"2415","favourably",2
"2416","favoured",1
"2417","favourite",21
"2418","favourite's",1
"2419","favourites",2
"2420","favours",2
"2421","fear",24
"2422","feared",11
"2423","fearful",5
"2424","fearing",3
"2425","fearless",1
"2426","fears",9
"2427","feather",1
"2428","feathers",1
"2429","feature",2
"2430","features",8
"2431","february",1
"2432","feel",38
"2433","feeling",38
"2434","feelingly",1
"2435","feelings",86
"2436","feels",4
"2437","feet",1
"2438","felicitations",1
"2439","felicity",18
"2440","fell",2
"2441","fellow",8
"2442","fellow's",1
"2443","fellows",2
"2444","felt",99
"2445","female",8
"2446","females",2
"2447","fender",1
"2448","fervent",1
"2449","fervently",1
"2450","fetch",3
"2451","fetched",1
"2452","feverish",2
"2453","few",71
"2454","fewer",1
"2455","fidget",1
"2456","fidgets",1
"2457","fidgety",1
"2458","field",3
"2459","fields",1
"2460","fifteen",4
"2461","fifth",1
"2462","fifty",6
"2463","fight",2
"2464","fighting",1
"2465","figure",8
"2466","figures",1
"2467","filial",1
"2468","fill",1
"2469","filled",1
"2470","filling",1
"2471","final",1
"2472","finally",7
"2473","finances",1
"2474","find",58
"2475","finding",13
"2476","finds",1
"2477","fine",31
"2478","finer",5
"2479","finery",2
"2480","finest",2
"2481","fingering",1
"2482","fingers",3
"2483","finish",4
"2484","finished",11
"2485","finishing",1
"2486","fire",6
"2487","fireplace",1
"2488","firm",3
"2489","firmest",2
"2490","firmly",1
"2491","firmness",1
"2492","first",145
"2493","fish",5
"2494","fishing",4
"2495","fit",4
"2496","fitted",6
"2497","fitzwilliam",32
"2498","fitzwilliam's",5
"2499","five",32
"2500","fix",3
"2501","fixed",22
"2502","fixing",2
"2503","flaming",1
"2504","flat",1
"2505","flatter",10
"2506","flattered",7
"2507","flattering",4
"2508","flew",2
"2509","flight",3
"2510","flirt",4
"2511","flirtation",2
"2512","flirting",2
"2513","flogged",1
"2514","flow",4
"2515","flowed",1
"2516","flowing",1
"2517","fluctuating",1
"2518","fluently",1
"2519","flutter",3
"2520","fluttered",1
"2521","flutterings",1
"2522","flying",2
"2523","folded",1
"2524","folios",1
"2525","follies",4
"2526","follow",11
"2527","followed",25
"2528","following",23
"2529","follows",8
"2530","folly",11
"2531","fond",16
"2532","fonder",2
"2533","fool",2
"2534","fool's",1
"2535","foolish",8
"2536","foot",1
"2537","footing",2
"2538","footman",1
"2539","footstool",1
"2540","for",1060
"2541","forbade",1
"2542","forbearance",6
"2543","forbearing",1
"2544","forbid",4
"2545","forbidding",1
"2546","forbore",1
"2547","force",8
"2548","forced",20
"2549","forcibly",4
"2550","forcing",1
"2551","fordyce's",1
"2552","forego",1
"2553","foresaw",1
"2554","foresee",1
"2555","foreseen",2
"2556","foretold",1
"2557","forever",3
"2558","forfeit",1
"2559","forfeited",1
"2560","forgave",1
"2561","forget",17
"2562","forgetfulness",1
"2563","forgets",1
"2564","forgetting",2
"2565","forgive",10
"2566","forgiven",1
"2567","forgiveness",2
"2568","forgiving",1
"2569","forgot",5
"2570","forgotten",12
"2571","forlorn",1
"2572","form",13
"2573","formal",8
"2574","formality",3
"2575","formation",1
"2576","formed",16
"2577","former",39
"2578","formerly",7
"2579","formidable",4
"2580","forming",4
"2581","forms",2
"2582","forster",38
"2583","forster's",1
"2584","forsters",1
"2585","forth",4
"2586","fortitude",1
"2587","fortnight",21
"2588","fortnight's",2
"2589","fortunate",15
"2590","fortunately",2
"2591","fortune",39
"2592","fortunes",1
"2593","forty",1
"2594","forward",27
"2595","forwarded",2
"2596","forwarder",1
"2597","forwarding",1
"2598","forwards",1
"2599","foul",1
"2600","found",66
"2601","foundation",4
"2602","foundations",1
"2603","founded",3
"2604","four",35
"2605","fourth",2
"2606","fourthly",1
"2607","foxhounds",1
"2608","frailty",1
"2609","frame",1
"2610","frankly",1
"2611","frankness",4
"2612","freckled",1
"2613","free",7
"2614","freedom",4
"2615","freely",4
"2616","french",1
"2617","frequent",13
"2618","frequently",23
"2619","fresh",9
"2620","fresher",1
"2621","fret",3
"2622","fretfully",2
"2623","fretfulness",2
"2624","friday",1
"2625","friend",104
"2626","friend's",8
"2627","friendless",1
"2628","friendlier",1
"2629","friendly",7
"2630","friends",55
"2631","friendship",9
"2632","frighted",1
"2633","frighten",1
"2634","frightened",7
"2635","frisks",1
"2636","frivolous",3
"2637","from",493
"2638","front",5
"2639","fronted",2
"2640","frost",1
"2641","fruit",1
"2642","fruits",2
"2643","fugitives",1
"2644","fulfil",1
"2645","full",19
"2646","fullest",1
"2647","fully",5
"2648","fun",8
"2649","furnish",4
"2650","furnished",1
"2651","furniture",10
"2652","further",21
"2653","fuss",1
"2654","future",15
"2655","gaieties",2
"2656","gaiety",2
"2657","gaily",2
"2658","gain",2
"2659","gained",11
"2660","gaining",3
"2661","gallant",1
"2662","gallantry",8
"2663","gallery",5
"2664","game",7
"2665","gamester",1
"2666","gaming",1
"2667","gaped",1
"2668","garden",12
"2669","gardener",1
"2670","gardener's",1
"2671","gardiner",84
"2672","gardiner's",13
"2673","gardiners",6
"2674","gate",6
"2675","gates",2
"2676","gathered",2
"2677","gathering",1
"2678","gaudy",1
"2679","gave",54
"2680","gay",2
"2681","gayer",1
"2682","gaze",1
"2683","general",51
"2684","generality",2
"2685","generally",16
"2686","generation",1
"2687","generations",1
"2688","generous",12
"2689","generously",1
"2690","genius",2
"2691","genteel",3
"2692","gentle",5
"2693","gentleman",31
"2694","gentleman's",8
"2695","gentlemanlike",8
"2696","gentlemen",35
"2697","gentlemen's",3
"2698","gentleness",4
"2699","gentlest",1
"2700","gentlewoman",1
"2701","genuine",2
"2702","george",8
"2703","georgiana",12
"2704","georgiana's",3
"2705","get",52
"2706","gets",1
"2707","getting",7
"2708","giddiness",1
"2709","gift",1
"2710","gig",1
"2711","girl",38
"2712","girls",45
"2713","give",123
"2714","given",55
"2715","gives",9
"2716","giving",25
"2717","glad",37
"2718","gladly",1
"2719","glance",7
"2720","glancing",4
"2721","glass",2
"2722","glazing",1
"2723","glen",1
"2724","glimpse",2
"2725","gloom",3
"2726","gloomy",2
"2727","gloried",1
"2728","glories",1
"2729","glory",1
"2730","glove",1
"2731","glow",3
"2732","glowing",1
"2733","go",104
"2734","god",3
"2735","god's",1
"2736","godfather",1
"2737","godson",2
"2738","goes",2
"2739","going",57
"2740","gone",62
"2741","good",200
"2742","good_",1
"2743","goodness",10
"2744","goodwill",2
"2745","gossiping",1
"2746","got",25
"2747","goulding",1
"2748","gouldings",2
"2749","governed",2
"2750","governess",8
"2751","gown",7
"2752","gowns",2
"2753","grace",1
"2754","gracechurch",9
"2755","graceful",1
"2756","gracefully",1
"2757","graces",1
"2758","gracious",8
"2759","graciously",1
"2760","graciousness",1
"2761","gradual",1
"2762","gradually",6
"2763","grain",1
"2764","grand",2
"2765","grandeur",4
"2766","grandfather's",1
"2767","grantley's",1
"2768","grapes",1
"2769","grasp",1
"2770","grateful",13
"2771","gratefully",3
"2772","gratification",1
"2773","gratified",14
"2774","gratify",2
"2775","gratifying",6
"2776","gratitude",24
"2777","gratulation",2
"2778","grave",9
"2779","gravel",3
"2780","gravely",4
"2781","gravity",4
"2782","great",142
"2783","greater",25
"2784","greatest",20
"2785","greatly",14
"2786","greatness",2
"2787","green",3
"2788","gretna",2
"2789","grew",6
"2790","grief",2
"2791","griefs",1
"2792","grievances",2
"2793","grieve",3
"2794","grieved",12
"2795","grieving",1
"2796","grievous",3
"2797","grievously",1
"2798","gross",2
"2799","grossest",1
"2800","grosvenor",2
"2801","ground",11
"2802","grounds",6
"2803","groundwork",1
"2804","group",2
"2805","grouped",1
"2806","grove",3
"2807","grow",4
"2808","growing",3
"2809","grown",5
"2810","growth",1
"2811","guard",7
"2812","guarded",9
"2813","guardian",1
"2814","guardians",1
"2815","guardianship",3
"2816","guess",5
"2817","guessed",3
"2818","guest",5
"2819","guests",1
"2820","guidance",2
"2821","guide",2
"2822","guided",2
"2823","guiding",1
"2824","guilt",3
"2825","guilty",2
"2826","guinea",1
"2827","gulf",1
"2828","habit",7
"2829","habits",3
"2830","habitual",1
"2831","hack",1
"2832","hackney",3
"2833","hackneyed",1
"2834","had",1173
"2835","haggerston",2
"2836","hair",3
"2837","half",69
"2838","hall",13
"2839","ham",1
"2840","hand",25
"2841","handed",3
"2842","handkerchief",1
"2843","hands",7
"2844","handsome",37
"2845","handsomely",2
"2846","handsomer",3
"2847","handsomest",4
"2848","handwriting",1
"2849","hang",1
"2850","hanging",1
"2851","happen",12
"2852","happened",24
"2853","happening",2
"2854","happens",4
"2855","happier",3
"2856","happiest",10
"2857","happily",5
"2858","happiness",72
"2859","happy",83
"2860","harboured",1
"2861","hard",12
"2862","hardened",1
"2863","hardest",1
"2864","hardly",46
"2865","hardship",1
"2866","hardships",1
"2867","harm",4
"2868","harmony",1
"2869","harp",1
"2870","harriet",2
"2871","harringtons",1
"2872","harshly",1
"2873","has",221
"2874","haste",9
"2875","hasten",1
"2876","hastened",4
"2877","hastening",2
"2878","hastily",9
"2879","hasty",5
"2880","hat",2
"2881","hate",9
"2882","hated",4
"2883","hatefully",1
"2884","hates",2
"2885","hatfield",1
"2886","hating",1
"2887","hatred",1
"2888","haughty",3
"2889","haunch",1
"2890","haunt",1
"2891","have",840
"2892","having",96
"2893","haye",1
"2894","hazarded",1
"2895","he",1324
"2896","head",32
"2897","headache",2
"2898","headed",1
"2899","headquarters",1
"2900","heads",1
"2901","headstrong",4
"2902","heal",1
"2903","health",18
"2904","healthful",1
"2905","healthfulness",1
"2906","healthy",1
"2907","hear",71
"2908","heard",84
"2909","hearers",1
"2910","hearing",24
"2911","hears",1
"2912","heart",45
"2913","hearted",1
"2914","heartedness",1
"2915","heartening",1
"2916","heartfelt",1
"2917","hearth",1
"2918","heartily",10
"2919","hearty",2
"2920","heaven",10
"2921","heaven's",2
"2922","heavens",1
"2923","heavier",1
"2924","heavy",4
"2925","hedge",1
"2926","heedless",1
"2927","height",3
"2928","heighten",1
"2929","heightened",8
"2930","heinous",1
"2931","heiress",1
"2932","heirs",1
"2933","held",5
"2934","help",41
"2935","hence",1
"2936","henceforth",1
"2937","her",2203
"2938","here",66
"2939","here's",1
"2940","hereabouts",2
"2941","hereafter",3
"2942","heretofore",1
"2943","hermitage",1
"2944","hers",7
"2945","herself",227
"2946","hertfordshire",41
"2947","hesitate",3
"2948","hesitated",3
"2949","hesitating",1
"2950","hesitation",3
"2951","hide",2
"2952","high",17
"2953","higher",4
"2954","highest",9
"2955","highflown",1
"2956","highly",28
"2957","hill",10
"2958","hills",3
"2959","him",753
"2960","himself",127
"2961","hint",12
"2962","hinted",1
